OrderID,OrderDate,CustomerID,ProductID,Quantity,Category,UnitCost,SellingPrice,UnitPrice,Discount,Revenue,Cost,Region,ShippingCost,DeliveryDays,Profit
500040,2026-06-09,13148,2206,1,Sports,395.2,493.16,493.16,0.099,444.34,395.2,South,165.04,2,-115.9
500041,2025-10-17,12206,2144,3,Office Supplies,280.16,569.69,569.69,0.073,1584.31,840.48,East,429.74,4,314.09
500042,2026-05-26,14181,2175,2,Office Supplies,383.58,698.43,698.43,0.058,1315.84,767.16,North,124.06,6,424.62
500043,2025-01-29,10322,2217,1,Home & Kitchen,273.92,425.35,425.35,0.076,393.02,273.92,Central,34.21,1,84.89
500044,2025-10-01,12357,2123,4,Home & Kitchen,547.3,686.67,686.67,0.011,2716.47,2189.2,East,275.81,7,251.46
500045,2025-06-07,14380,2102,6,Electronics,60.63,75.79,75.79,0.26,336.51,363.78,North,188.5,6,-215.77
500046,2025-03-25,13114,2007,4,Clothing,231.7,449.79,449.79,0.027,1750.58,926.8,North,148.97,6,674.81
500047,2026-05-04,11918,2222,4,Sports,328.76,474.79,474.79,0.11,1690.25,1315.04,South,205.54,3,169.67
500048,2026-03-02,13957,2017,2,Electronics,375.75,469.69,469.69,0.222,730.84,751.5,South,106.49,6,-127.15
500049,2026-01-11,14710,2102,1,Electronics,60.63,75.79,75.79,0.25,56.84,60.63,North,83.22,7,-87.01
500050,2025-08-10,12697,2234,3,Furniture,486.43,962.76,962.76,0.052,2738.09,1459.29,Central,47.87,3,1230.93
500051,2025-01-10,11517,2173,2,Home & Kitchen,237.76,473.72,473.72,0.097,855.54,475.52,East,234.13,8,145.89
500052,2026-04-03,13294,2187,2,Office Supplies,449.09,831.27,831.27,0.117,1468.02,898.18,South,159.38,6,410.46
500053,2026-03-29,14325,2238,2,Electronics,499.47,793.99,793.99,0.207,1259.27,998.94,South,105.94,3,154.39
500054,2026-05-14,13046,2032,2,Office Supplies,203.42,286.75,286.75,0.092,520.74,406.84,West,151.5,4,-37.6
500055,2025-04-03,10119,2257,2,Electronics,897.54,1829.88,1829.88,0.304,2547.19,1795.08,West,172.67,3,579.44
500056,2026-01-10,12372,2104,2,Clothing,178.5,320.23,320.23,0.065,598.83,357.0,North,172.69,4,69.14
500057,2025-04-09,14416,2008,4,Sports,761.74,886.58,886.58,0.1,3191.69,3046.96,North,120.09,3,24.64
500058,2026-03-08,13919,2286,1,Electronics,378.97,441.72,441.72,0.215,346.75,378.97,Central,133.69,6,-165.91
500059,2025-05-01,13261,2227,3,Sports,569.63,886.22,886.22,0.004,2648.03,1708.89,South,121.45,4,817.69
500060,2026-02-09,12586,2219,1,Home & Kitchen,504.85,811.17,811.17,0.041,777.91,504.85,South,67.8,6,205.26
500061,2026-03-19,14797,2056,5,Clothing,780.73,1501.15,1501.15,0.001,7498.24,3903.65,North,147.02,4,3447.57
500062,2025-09-12,12442,2262,1,Sports,776.07,1217.23,1217.23,0.001,1216.01,776.07,West,90.35,3,349.59
500063,2025-05-30,12700,2160,10,Sports,337.95,430.56,430.56,0.075,3982.68,3379.5,North,163.52,1,439.66
500064,2025-08-23,11018,2068,1,Home & Kitchen,832.56,1060.95,1060.95,0.1,954.86,832.56,Central,144.0,6,-21.7
500065,2025-12-24,14502,2028,1,Office Supplies,235.99,459.85,459.85,0.033,444.67,235.99,East,479.21,4,-270.53
500066,2025-03-17,13048,2215,3,Home & Kitchen,215.25,451.19,451.19,0.015,1333.27,645.75,South,81.23,7,606.29
500067,2026-06-06,12069,2013,2,Furniture,895.94,1259.88,1259.88,0.012,2489.52,1791.88,Central,139.44,3,558.2
500068,2026-02-06,13666,2087,1,Home & Kitchen,468.51,969.28,969.28,0.111,861.69,468.51,Central,139.29,7,253.89
500069,2025-05-17,14251,2294,1,Electronics,397.44,785.8,785.8,0.132,682.07,397.44,Central,185.44,3,99.19
500070,2026-05-29,14963,2280,1,Office Supplies,323.19,472.14,472.14,0.047,449.95,323.19,East,456.98,5,-330.22
500071,2025-12-24,14655,2268,2,Home & Kitchen,376.6,677.72,677.72,0.028,1317.49,753.2,South,180.53,7,383.76
500072,2025-01-07,10194,2265,2,Home & Kitchen,459.47,824.91,824.91,0.019,1618.47,918.94,West,111.89,2,587.64
500073,2025-05-23,12447,2257,1,Electronics,897.54,1829.88,1829.88,0.19,1482.2,897.54,North,62.42,4,522.24
500074,2025-09-06,11400,2081,4,Sports,435.35,879.4,879.4,0.113,3120.11,1741.4,Central,148.32,2,1230.39
500075,2026-05-14,12520,2288,2,Electronics,595.92,831.26,831.26,0.246,1253.54,1191.84,East,261.48,5,-199.78
500076,2026-02-13,13928,2069,1,Electronics,898.95,1123.69,1123.69,0.194,905.69,898.95,East,248.92,4,-242.18
500077,2025-07-17,13688,2120,3,Clothing,399.29,691.97,691.97,0.073,1924.37,1197.87,East,381.44,7,345.06
500078,2025-03-31,14898,2231,1,Home & Kitchen,899.59,1497.34,1497.34,0.025,1459.91,899.59,East,490.15,8,70.17
500079,2025-09-02,10553,2263,1,Electronics,528.25,745.17,745.17,0.233,571.55,528.25,East,321.79,4,-278.49
500080,2025-01-08,10730,2263,10,Electronics,528.25,745.17,745.17,0.296,5246.0,5282.5,South,123.15,4,-159.65
500081,2026-01-11,12561,2152,1,Home & Kitchen,466.72,968.64,968.64,0.094,877.59,466.72,North,97.56,6,313.31
500082,2026-01-05,13998,2215,3,Home & Kitchen,215.25,451.19,451.19,0.008,1342.74,645.75,East,404.76,6,292.23
500083,2026-05-16,14267,2088,2,Office Supplies,653.04,759.98,759.98,0.031,1472.84,1306.08,South,162.27,5,4.49
500084,2026-04-04,14946,2190,15,Home & Kitchen,710.2,1032.97,1032.97,0.01,15339.6,10653.0,North,72.09,5,4614.51
500085,2026-04-08,10794,2264,2,Home & Kitchen,739.4,1147.87,1147.87,0.007,2279.67,1478.8,East,402.54,2,398.33
500086,2026-06-03,10125,2173,3,Home & Kitchen,237.76,473.72,473.72,0.053,1345.84,713.28,South,38.6,1,593.96
500087,2025-08-03,10175,2215,2,Home & Kitchen,215.25,451.19,451.19,0.018,886.14,430.5,North,206.25,1,249.39
500088,2025-03-21,12552,2297,1,Electronics,302.42,528.59,528.59,0.207,419.17,302.42,North,47.96,1,68.79
500089,2026-04-04,13849,2232,2,Furniture,538.86,1033.3,1033.3,0.042,1979.8,1077.72,North,154.24,6,747.84
500090,2026-02-03,13457,2111,2,Furniture,153.21,224.87,224.87,0.042,430.85,306.42,Central,96.35,7,28.08
500091,2025-12-21,12759,2019,1,Furniture,535.17,944.16,944.16,0.052,895.06,535.17,East,346.83,9,13.06
500092,2025-06-03,13840,2019,6,Furniture,535.17,944.16,944.16,0.017,5568.66,3211.02,West,71.87,2,2285.77
500093,2025-06-18,13756,2291,10,Home & Kitchen,871.01,1569.71,1569.71,0.017,15430.25,8710.1,East,290.59,4,6429.56
500094,2025-12-04,13643,2010,1,Sports,768.69,1193.81,1193.81,0.048,1136.51,768.69,West,66.28,3,301.54
500095,2025-02-28,14202,2172,1,Home & Kitchen,374.82,679.79,679.79,0.112,603.65,374.82,West,38.55,4,190.28
500096,2026-06-06,11971,2140,2,Furniture,188.91,267.07,267.07,0.107,476.99,377.82,West,98.64,3,0.53
500097,2025-03-19,11661,2186,3,Home & Kitchen,860.46,1801.75,1801.75,0.039,5194.45,2581.38,Central,207.62,4,2405.45
500098,2025-09-02,12576,2152,4,Home & Kitchen,466.72,968.64,968.64,0.094,3510.35,1866.88,North,164.27,2,1479.2
500099,2025-11-09,10038,2263,3,Electronics,528.25,745.17,745.17,0.287,1593.92,1584.75,South,51.67,2,-42.5
500100,2025-05-25,14491,2238,2,Electronics,499.47,793.99,793.99,0.21,1254.5,998.94,North,173.02,1,82.54
500101,2026-01-10,12525,2276,3,Sports,595.8,1233.72,1233.72,0.108,3301.43,1787.4,Central,63.36,2,1450.67
500102,2025-06-28,14818,2271,2,Sports,826.83,1093.53,1093.53,0.011,2163.0,1653.66,East,433.29,6,76.05
500103,2025-11-14,13577,2019,2,Furniture,535.17,944.16,944.16,0.117,1667.39,1070.34,South,166.77,2,430.28
500104,2025-07-01,11309,2267,1,Furniture,786.26,982.78,982.78,0.062,921.85,786.26,South,207.97,1,-72.38
500105,2025-05-06,13536,2002,6,Sports,642.69,1126.65,1126.65,0.08,6219.11,3856.14,East,470.24,5,1892.73
500106,2026-01-11,14461,2198,2,Electronics,536.72,716.45,716.45,0.255,1067.51,1073.44,East,261.6,7,-267.53
500107,2025-12-21,12229,2297,2,Electronics,302.42,528.59,528.59,0.113,937.72,604.84,East,344.29,4,-11.41
500108,2026-03-05,14830,2149,1,Sports,733.63,999.0,999.0,0.064,935.06,733.63,South,59.1,1,142.33
500109,2025-10-22,12924,2143,4,Home & Kitchen,304.58,402.42,402.42,0.092,1461.59,1218.32,North,101.05,1,142.22
500110,2026-06-06,13042,2275,1,Home & Kitchen,643.09,806.67,806.67,0.085,738.1,643.09,South,208.13,4,-113.12
500111,2025-10-27,12709,2230,2,Electronics,313.7,487.6,487.6,0.264,717.75,627.4,East,369.48,8,-279.13
500112,2025-02-26,14340,2234,1,Furniture,486.43,962.76,962.76,0.119,848.19,486.43,West,170.04,6,191.72
500113,2026-05-13,14409,2273,1,Clothing,674.01,1260.58,1260.58,0.09,1147.13,674.01,Central,92.83,3,380.29
500114,2025-07-15,14172,2096,1,Electronics,155.94,194.92,194.92,0.257,144.83,155.94,North,34.26,7,-45.37
500115,2025-01-12,13953,2188,3,Office Supplies,684.91,1043.04,1043.04,0.063,2931.99,2054.73,East,435.34,5,441.92
500116,2025-06-22,12310,2229,4,Home & Kitchen,404.44,846.79,846.79,0.118,2987.48,1617.76,East,364.53,4,1005.19
500117,2025-12-27,10231,2162,5,Sports,651.27,1170.07,1170.07,0.057,5516.88,3256.35,Central,77.91,7,2182.62
500118,2026-05-18,12751,2061,3,Clothing,129.75,267.63,267.63,0.109,715.37,389.25,East,192.62,8,133.5
500119,2025-02-06,12694,2058,4,Furniture,862.49,1021.06,1021.06,0.025,3982.13,3449.96,Central,152.45,6,379.72
500120,2026-01-07,12805,2063,2,Sports,179.22,361.39,361.39,0.034,698.21,358.44,North,106.45,6,233.32
500121,2025-05-25,10842,2245,5,Furniture,685.48,1104.9,1104.9,0.059,5198.55,3427.4,South,131.52,2,1639.63
500122,2025-02-01,13584,2058,1,Furniture,862.49,1021.06,1021.06,0.103,915.89,862.49,North,40.53,4,12.87
500123,2026-03-07,14612,2183,4,Sports,88.52,123.17,123.17,0.02,482.83,354.08,North,217.23,3,-88.48
500124,2025-02-24,12490,2148,1,Electronics,488.26,833.34,833.34,0.174,688.34,488.26,South,94.58,6,105.5
500125,2026-06-08,14915,2060,1,Furniture,403.86,469.94,469.94,0.092,426.71,403.86,West,157.17,3,-141.81
500126,2025-07-21,13535,2170,2,Home & Kitchen,108.29,191.94,191.94,0.078,353.94,216.58,West,123.33,3,14.03
500127,2025-01-02,10608,2049,2,Home & Kitchen,297.97,422.65,422.65,0.11,752.32,595.94,Central,131.16,5,25.22
500128,2025-08-18,14619,2273,3,Clothing,674.01,1260.58,1260.58,0.116,3343.06,2022.03,West,124.05,2,1196.98
500129,2025-05-07,13961,2082,5,Office Supplies,172.4,264.8,264.8,0.103,1187.63,862.0,East,454.67,6,-129.04
500130,2025-11-07,14258,2276,1,Sports,595.8,1233.72,1233.72,0.0,1233.72,595.8,West,86.36,6,551.56
500131,2025-04-29,12032,2067,2,Electronics,447.35,559.19,559.19,0.228,863.39,894.7,Central,110.29,6,-141.6
500132,2026-06-08,10202,2225,2,Sports,456.29,646.19,646.19,0.009,1280.75,912.58,East,490.31,3,-122.14
500133,2025-01-20,11365,2278,1,Office Supplies,873.07,1186.83,1186.83,0.107,1059.84,873.07,West,246.05,2,-59.28
500134,2025-10-09,10752,2060,2,Furniture,403.86,469.94,469.94,0.092,853.41,807.72,East,371.04,9,-325.35
500135,2026-01-24,11206,2291,1,Home & Kitchen,871.01,1569.71,1569.71,0.048,1494.36,871.01,East,487.31,7,136.04
500136,2025-02-17,11321,2227,3,Sports,569.63,886.22,886.22,0.001,2656.0,1708.89,West,121.56,7,825.55
500137,2026-04-08,13888,2288,3,Electronics,595.92,831.26,831.26,0.185,2032.43,1787.76,East,461.83,4,-217.16
500138,2025-06-22,11331,2217,3,Home & Kitchen,273.92,425.35,425.35,0.01,1263.29,821.76,West,97.99,4,343.54
500139,2025-12-04,10431,2049,1,Home & Kitchen,297.97,422.65,422.65,0.073,391.8,297.97,East,194.25,7,-100.42
500140,2025-04-04,12166,2077,2,Furniture,728.22,938.82,938.82,0.029,1823.19,1456.44,West,43.69,7,323.06
500141,2025-07-11,14684,2116,1,Sports,146.68,303.8,303.8,0.067,283.45,146.68,East,395.88,6,-259.11
500142,2026-02-04,13118,2061,1,Clothing,129.75,267.63,267.63,0.116,236.58,129.75,East,489.92,4,-383.09
500143,2025-11-04,12275,2266,1,Home & Kitchen,688.4,864.0,864.0,0.063,809.57,688.4,West,199.86,3,-78.69
500144,2025-08-14,13366,2031,2,Furniture,332.79,670.0,670.0,0.101,1204.66,665.58,North,116.24,7,422.84
500145,2026-03-11,11264,2275,1,Home & Kitchen,643.09,806.67,806.67,0.111,717.13,643.09,North,112.03,3,-37.99
500146,2026-06-30,12396,2209,3,Clothing,607.32,1185.07,1185.07,0.06,3341.9,1821.96,East,315.61,4,1204.33
500147,2025-05-03,14237,2207,3,Clothing,238.23,401.17,401.17,0.059,1132.5,714.69,North,205.46,3,212.35
500148,2025-02-26,14300,2057,2,Office Supplies,574.63,768.66,768.66,0.118,1355.92,1149.26,Central,144.32,1,62.34
500149,2025-01-15,13734,2193,2,Office Supplies,452.35,673.55,673.55,0.105,1205.65,904.7,East,157.17,7,59.14
500150,2026-05-09,11666,2293,2,Clothing,44.85,68.5,68.5,0.103,122.89,89.7,East,370.81,6,-337.62
500151,2025-11-23,10861,2025,3,Furniture,357.12,722.12,722.12,0.064,2027.71,1071.36,South,213.14,7,743.21
500152,2026-05-12,10845,2262,1,Sports,776.07,1217.23,1217.23,0.069,1133.24,776.07,South,103.47,5,253.7
500153,2025-08-31,13043,2055,4,Electronics,113.76,142.2,142.2,0.227,439.68,455.04,South,101.69,2,-117.05
500154,2025-12-01,13341,2189,1,Electronics,300.5,382.79,382.79,0.274,277.91,300.5,East,363.72,5,-386.31
500155,2025-06-01,13490,2237,1,Electronics,423.53,600.08,600.08,0.191,485.46,423.53,West,76.62,1,-14.69
500156,2025-09-13,11939,2225,3,Sports,456.29,646.19,646.19,0.025,1890.11,1368.87,West,195.62,5,325.62
500157,2025-02-08,10137,2024,6,Furniture,730.44,882.06,882.06,0.043,5064.79,4382.64,South,219.61,4,462.54
500158,2026-02-02,13233,2030,3,Electronics,265.97,332.46,332.46,0.244,754.02,797.91,East,269.8,5,-313.69
500159,2026-01-22,12221,2051,2,Electronics,848.59,1060.74,1060.74,0.104,1900.85,1697.18,South,77.84,4,125.83
500160,2025-07-31,11154,2239,2,Sports,879.52,1802.57,1802.57,0.018,3540.25,1759.04,South,182.61,3,1598.6
500161,2025-05-25,14175,2171,1,Office Supplies,375.01,521.76,521.76,0.009,517.06,375.01,West,163.7,5,-21.65
500162,2025-01-01,10979,2243,6,Electronics,742.71,1505.93,1505.93,0.169,7508.57,4456.26,North,206.09,1,2846.22
500163,2025-02-01,10569,2236,2,Home & Kitchen,288.24,480.9,480.9,0.058,906.02,576.48,Central,163.81,2,165.73
500164,2026-02-21,12911,2129,6,Office Supplies,597.4,816.14,816.14,0.099,4412.05,3584.4,West,135.45,6,692.2
500165,2026-02-21,12411,2175,4,Office Supplies,383.58,698.43,698.43,0.006,2776.96,1534.32,North,101.65,2,1140.99
500166,2025-01-19,13407,2019,5,Furniture,535.17,944.16,944.16,0.005,4697.2,2675.85,South,58.4,3,1962.95
500167,2025-08-14,10134,2192,3,Office Supplies,409.82,713.39,713.39,0.067,1996.78,1229.46,South,155.65,4,611.67
500168,2025-03-03,12062,2062,2,Office Supplies,341.42,661.46,661.46,0.026,1288.52,682.84,North,211.11,5,394.57
500169,2025-01-30,14379,2220,5,Electronics,699.77,1283.85,1283.85,0.288,4570.51,3498.85,East,381.29,2,690.37
500170,2026-04-25,12854,2005,15,Home & Kitchen,509.67,768.62,768.62,0.118,10168.84,7645.05,South,218.01,4,2305.78
500171,2025-02-06,13731,2082,3,Office Supplies,172.4,264.8,264.8,0.011,785.66,517.2,East,491.67,10,-223.21
500172,2025-08-07,13493,2129,2,Office Supplies,597.4,816.14,816.14,0.012,1612.69,1194.8,Central,160.74,1,257.15
500173,2025-01-15,10127,2171,3,Office Supplies,375.01,521.76,521.76,0.023,1529.28,1125.03,North,157.69,6,246.56
500174,2025-04-10,11796,2257,2,Electronics,897.54,1829.88,1829.88,0.207,2902.19,1795.08,North,160.22,3,946.89
500175,2025-06-02,11850,2240,2,Electronics,884.71,1628.39,1628.39,0.203,2595.65,1769.42,East,453.77,3,372.46
500176,2025-11-24,14314,2164,1,Clothing,256.13,447.55,447.55,0.089,407.72,256.13,West,151.67,5,-0.08
500177,2025-12-03,13977,2156,2,Home & Kitchen,839.79,1613.66,1613.66,0.014,3182.14,1679.58,North,41.99,3,1460.57
500178,2026-01-29,14841,2009,3,Electronics,449.22,561.53,561.53,0.292,1192.69,1347.66,West,101.68,7,-256.65
500179,2026-03-10,12728,2052,1,Sports,658.62,848.63,848.63,0.063,795.17,658.62,East,479.34,6,-342.79
500180,2026-04-19,13727,2278,5,Office Supplies,873.07,1186.83,1186.83,0.088,5411.94,4365.35,West,110.07,6,936.52
500181,2025-04-19,13561,2171,4,Office Supplies,375.01,521.76,521.76,0.02,2045.3,1500.04,North,121.51,6,423.75
500182,2025-07-18,10260,2268,1,Home & Kitchen,376.6,677.72,677.72,0.066,632.99,376.6,South,142.43,2,113.96
500183,2025-05-06,11242,2212,1,Sports,694.25,1452.19,1452.19,0.04,1394.1,694.25,North,200.9,4,498.95
500184,2025-02-26,11844,2054,6,Electronics,365.71,457.14,457.14,0.167,2284.79,2194.26,West,129.04,7,-38.51
500185,2026-02-12,11513,2046,1,Furniture,109.24,175.86,175.86,0.095,159.15,109.24,Central,77.49,5,-27.58
500186,2025-10-10,14195,2274,1,Office Supplies,319.75,576.01,576.01,0.043,551.24,319.75,South,105.54,4,125.95
500187,2026-05-12,14278,2263,2,Electronics,528.25,745.17,745.17,0.321,1011.94,1056.5,South,88.49,4,-133.05
500188,2026-01-31,12217,2197,5,Office Supplies,646.94,1104.68,1104.68,0.003,5506.83,3234.7,North,85.89,2,2186.24
500189,2025-04-20,12281,2170,2,Home & Kitchen,108.29,191.94,191.94,0.101,345.11,216.58,East,456.01,6,-327.48
500190,2026-04-01,10956,2052,1,Sports,658.62,848.63,848.63,0.015,835.9,658.62,Central,40.04,1,137.24
500191,2025-11-27,14568,2066,2,Sports,178.2,307.6,307.6,0.043,588.75,356.4,West,201.84,2,30.51
500192,2026-05-25,11109,2257,1,Electronics,897.54,1829.88,1829.88,0.236,1398.03,897.54,Central,165.68,4,334.81
500193,2025-08-28,14775,2017,1,Electronics,375.75,469.69,469.69,0.338,310.93,375.75,East,430.82,3,-495.64
500194,2025-02-11,11543,2121,2,Home & Kitchen,148.62,214.83,214.83,0.005,427.51,297.24,South,89.35,2,40.92
500195,2026-04-11,10381,2204,2,Sports,51.88,67.27,67.27,0.066,125.66,103.76,West,195.86,5,-173.96
500196,2025-10-25,11256,2047,1,Electronics,593.38,741.72,741.72,0.213,583.73,593.38,South,103.05,4,-112.7
500197,2025-09-15,12299,2072,1,Clothing,264.79,519.96,519.96,0.108,463.8,264.79,South,152.78,6,46.23
500198,2025-04-27,12241,2153,5,Office Supplies,646.57,1264.98,1264.98,0.023,6179.43,3232.85,Central,217.58,4,2729.0
500199,2025-10-20,11659,2076,4,Sports,777.44,1002.34,1002.34,0.027,3901.11,3109.76,West,106.05,5,685.3
500200,2026-06-04,12985,2033,1,Electronics,658.57,823.21,823.21,0.231,633.05,658.57,South,208.94,1,-234.46
500201,2026-05-23,12649,2174,2,Office Supplies,225.34,308.55,308.55,0.021,604.14,450.68,West,58.43,2,95.03
500202,2026-05-14,13959,2164,10,Clothing,256.13,447.55,447.55,0.037,4309.91,2561.3,East,257.12,2,1491.49
500203,2025-01-10,13372,2040,1,Home & Kitchen,355.21,732.32,732.32,0.005,728.66,355.21,East,262.06,2,111.39
500204,2025-04-03,13430,2104,2,Clothing,178.5,320.23,320.23,0.116,566.17,357.0,South,43.47,1,165.7
500205,2025-08-31,11581,2256,2,Electronics,482.91,930.5,930.5,0.143,1594.88,965.82,East,409.59,5,219.47
500206,2025-11-28,14861,2040,1,Home & Kitchen,355.21,732.32,732.32,0.045,699.37,355.21,Central,63.74,4,280.42
500207,2025-04-14,12933,2091,1,Furniture,203.48,408.5,408.5,0.025,398.29,203.48,West,78.8,4,116.01
500208,2025-11-01,11587,2002,4,Sports,642.69,1126.65,1126.65,0.097,4069.46,2570.76,East,265.02,2,1233.68
500209,2025-05-08,12113,2241,2,Clothing,124.34,144.39,144.39,0.066,269.72,248.68,West,180.08,1,-159.04
500210,2025-05-15,13638,2268,3,Home & Kitchen,376.6,677.72,677.72,0.045,1941.67,1129.8,North,67.02,7,744.85
500211,2026-03-16,14562,2173,1,Home & Kitchen,237.76,473.72,473.72,0.028,460.46,237.76,Central,167.87,7,54.83
500212,2026-04-25,14984,2126,2,Electronics,518.42,899.45,899.45,0.302,1255.63,1036.84,East,307.78,5,-88.99
500213,2025-08-12,12522,2105,4,Furniture,200.94,387.75,387.75,0.029,1506.02,803.76,East,270.17,3,432.09
500214,2025-09-22,13752,2147,1,Electronics,528.52,630.54,630.54,0.17,523.35,528.52,South,166.32,2,-171.49
500215,2025-08-16,12703,2111,5,Furniture,153.21,224.87,224.87,0.004,1119.85,766.05,Central,30.02,1,323.78
500216,2025-04-19,10019,2275,4,Home & Kitchen,643.09,806.67,806.67,0.114,2858.84,2572.36,East,299.46,5,-12.98
500217,2025-11-30,12570,2218,4,Sports,724.5,1270.19,1270.19,0.058,4786.08,2898.0,North,145.54,1,1742.54
500218,2026-06-15,10784,2046,4,Furniture,109.24,175.86,175.86,0.095,636.61,436.96,South,192.21,3,7.44
500219,2025-12-05,11707,2293,3,Clothing,44.85,68.5,68.5,0.058,193.58,134.55,East,487.84,10,-428.81
500220,2025-01-28,10415,2103,2,Home & Kitchen,520.86,942.19,942.19,0.014,1858.0,1041.72,North,140.67,1,675.61
500221,2025-03-17,10364,2244,6,Sports,244.43,478.17,478.17,0.02,2811.64,1466.58,West,133.96,4,1211.1
500222,2026-06-09,12576,2292,3,Sports,575.2,971.33,971.33,0.008,2890.68,1725.6,East,205.98,8,959.1
