ProductID,InventoryDate,StockReceived,StockSold,ClosingStock
2011,2026-05-01,14,43,714
2011,2026-06-01,256,129,841
2012,2026-01-01,262,77,215
2012,2026-02-01,184,63,336
2012,2026-03-01,218,131,423
2012,2026-04-01,162,114,471
2012,2026-05-01,156,146,481
2012,2026-06-01,48,161,368
2013,2026-01-01,156,0,2550
2013,2026-02-01,280,94,2736
2013,2026-03-01,155,21,2870
2013,2026-04-01,177,151,2896
2013,2026-05-01,123,46,2973
2013,2026-06-01,203,109,3067
2014,2026-01-01,16,149,1608
2014,2026-02-01,234,20,1822
2014,2026-03-01,195,53,1964
2014,2026-04-01,111,127,1948
2014,2026-05-01,152,132,1968
2014,2026-06-01,36,145,1859
2015,2026-01-01,215,145,2516
2015,2026-02-01,85,115,2486
2015,2026-03-01,94,137,2443
2015,2026-04-01,263,57,2649
2015,2026-05-01,199,10,2838
2015,2026-06-01,36,158,2716
2016,2026-01-01,172,58,2412
2016,2026-02-01,137,10,2539
2016,2026-03-01,223,37,2725
2016,2026-04-01,145,82,2788
2016,2026-05-01,168,144,2812
2016,2026-06-01,163,170,2805
2017,2026-01-01,73,21,1236
2017,2026-02-01,72,60,1248
2017,2026-03-01,6,68,1186
2017,2026-04-01,226,28,1384
2017,2026-05-01,74,179,1279
2017,2026-06-01,205,6,1478
2018,2026-01-01,109,128,618
2018,2026-02-01,289,123,784
2018,2026-03-01,221,51,954
2018,2026-04-01,277,115,1116
2018,2026-05-01,19,82,1053
2018,2026-06-01,82,33,1102
2019,2026-01-01,192,117,859
2019,2026-02-01,46,47,858
2019,2026-03-01,134,157,835
2019,2026-04-01,52,93,794
2019,2026-05-01,219,45,968
2019,2026-06-01,173,62,1079
2020,2026-01-01,116,70,114
2020,2026-02-01,169,88,195
2020,2026-03-01,51,36,210
2020,2026-04-01,194,163,241
2020,2026-05-01,59,59,241
2020,2026-06-01,73,52,262
2021,2026-01-01,200,13,657
2021,2026-02-01,279,34,902
2021,2026-03-01,286,175,1013
2021,2026-04-01,198,94,1117
2021,2026-05-01,73,14,1176
2021,2026-06-01,23,73,1126
2022,2026-01-01,102,71,1849
2022,2026-02-01,17,138,1728
2022,2026-03-01,225,90,1863
2022,2026-04-01,36,134,1765
2022,2026-05-01,219,39,1945
2022,2026-06-01,38,52,1931
2023,2026-01-01,243,3,750
2023,2026-02-01,290,104,936
2023,2026-03-01,276,44,1168
2023,2026-04-01,236,10,1394
2023,2026-05-01,98,61,1431
2023,2026-06-01,127,53,1505
2024,2026-01-01,61,175,1798
2024,2026-02-01,278,115,1961
2024,2026-03-01,132,144,1949
2024,2026-04-01,71,147,1873
2024,2026-05-01,263,63,2073
2024,2026-06-01,119,144,2048
2025,2026-01-01,193,92,1553
2025,2026-02-01,231,81,1703
2025,2026-03-01,115,36,1782
2025,2026-04-01,296,38,2040
2025,2026-05-01,95,140,1995
2025,2026-06-01,17,103,1909
2026,2026-01-01,287,159,2602
2026,2026-02-01,233,109,2726
2026,2026-03-01,101,8,2819
2026,2026-04-01,263,60,3022
2026,2026-05-01,239,148,3113
2026,2026-06-01,118,83,3148
2027,2026-01-01,290,63,1321
2027,2026-02-01,263,93,1491
2027,2026-03-01,183,3,1671
2027,2026-04-01,135,49,1757
2027,2026-05-01,185,0,1942
2027,2026-06-01,115,164,1893
2028,2026-01-01,51,72,2221
2028,2026-02-01,0,163,2058
2028,2026-03-01,215,38,2235
2028,2026-04-01,151,129,2257
2028,2026-05-01,17,16,2258
2028,2026-06-01,104,27,2335
2029,2026-01-01,136,107,1333
2029,2026-02-01,254,169,1418
2029,2026-03-01,89,155,1352
2029,2026-04-01,101,97,1356
2029,2026-05-01,147,36,1467
2029,2026-06-01,62,113,1416
2030,2026-01-01,104,177,1704
2030,2026-02-01,246,136,1814
2030,2026-03-01,199,171,1842
2030,2026-04-01,230,140,1932
2030,2026-05-01,226,91,2067
2030,2026-06-01,185,177,2075
2031,2026-01-01,214,140,316
2031,2026-02-01,147,143,320
2031,2026-03-01,5,32,293
2031,2026-04-01,1,1,293
2031,2026-05-01,132,27,398
2031,2026-06-01,95,135,358
2032,2026-01-01,253,162,379
2032,2026-02-01,240,145,474
2032,2026-03-01,285,157,602
2032,2026-04-01,171,150,623
2032,2026-05-01,158,1,780
2032,2026-06-01,285,84,981
2033,2026-01-01,116,27,1009
2033,2026-02-01,132,68,1073
2033,2026-03-01,51,131,993
2033,2026-04-01,125,69,1049
2033,2026-05-01,280,21,1308
2033,2026-06-01,133,14,1427
2034,2026-01-01,86,99,925
2034,2026-02-01,178,37,1066
2034,2026-03-01,98,60,1104
2034,2026-04-01,9,140,973
2034,2026-05-01,290,58,1205
2034,2026-06-01,285,102,1388
2035,2026-01-01,128,39,2474
2035,2026-02-01,251,128,2597
2035,2026-03-01,96,65,2628
2035,2026-04-01,181,121,2688
2035,2026-05-01,191,127,2752
2035,2026-06-01,178,26,2904
2036,2026-01-01,93,44,453
2036,2026-02-01,257,135,575
2036,2026-03-01,138,142,571
2036,2026-04-01,90,75,586
2036,2026-05-01,248,69,765
2036,2026-06-01,102,161,706
2037,2026-01-01,234,118,1745
2037,2026-02-01,274,146,1873
2037,2026-03-01,73,119,1827
2037,2026-04-01,115,54,1888
2037,2026-05-01,284,43,2129
2037,2026-06-01,171,140,2160
2038,2026-01-01,100,4,741
2038,2026-02-01,100,38,803
2038,2026-03-01,75,81,797
2038,2026-04-01,97,103,791
2038,2026-05-01,117,165,743
2038,2026-06-01,36,25,754
2039,2026-01-01,161,136,1268
2039,2026-02-01,260,68,1460
2039,2026-03-01,59,63,1456
2039,2026-04-01,175,46,1585
2039,2026-05-01,203,17,1771
2039,2026-06-01,255,158,1868
2040,2026-01-01,174,86,2015
2040,2026-02-01,123,9,2129
2040,2026-03-01,148,72,2205
2040,2026-04-01,157,94,2268
2040,2026-05-01,207,33,2442
2040,2026-06-01,175,2,2615
2041,2026-01-01,135,113,1404
2041,2026-02-01,97,85,1416
2041,2026-03-01,271,44,1643
2041,2026-04-01,292,113,1822
2041,2026-05-01,192,18,1996
2041,2026-06-01,269,13,2252
2042,2026-01-01,95,177,1652
2042,2026-02-01,177,40,1789
2042,2026-03-01,254,159,1884
2042,2026-04-01,286,154,2016
2042,2026-05-01,99,48,2067
2042,2026-06-01,0,93,1974
2043,2026-01-01,260,108,2524
2043,2026-02-01,74,68,2530
2043,2026-03-01,242,101,2671
2043,2026-04-01,42,60,2653
2043,2026-05-01,186,162,2677
2043,2026-06-01,62,108,2631
2044,2026-01-01,116,47,1864
2044,2026-02-01,161,121,1904
2044,2026-03-01,278,87,2095
2044,2026-04-01,202,30,2267
2044,2026-05-01,42,105,2204
2044,2026-06-01,102,20,2286
2045,2026-01-01,42,23,1307
2045,2026-02-01,101,146,1262
2045,2026-03-01,4,175,1091
2045,2026-04-01,207,72,1226
2045,2026-05-01,107,106,1227
2045,2026-06-01,259,11,1475
2046,2026-01-01,34,44,851
2046,2026-02-01,198,154,895
2046,2026-03-01,122,37,980
2046,2026-04-01,48,147,881
2046,2026-05-01,299,40,1140
2046,2026-06-01,238,167,1211
2047,2026-01-01,232,144,1760
2047,2026-02-01,192,21,1931
2047,2026-03-01,22,174,1779
2047,2026-04-01,149,101,1827
2047,2026-05-01,200,29,1998
2047,2026-06-01,256,81,2173
2048,2026-01-01,240,133,1358
2048,2026-02-01,40,61,1337
2048,2026-03-01,43,102,1278
2048,2026-04-01,290,5,1563
2048,2026-05-01,66,95,1534
2048,2026-06-01,294,113,1715
2049,2026-01-01,215,167,1815
2049,2026-02-01,219,59,1975
2049,2026-03-01,156,61,2070
2049,2026-04-01,124,6,2188
2049,2026-05-01,276,143,2321
2049,2026-06-01,287,51,2557
2050,2026-01-01,119,28,1393
2050,2026-02-01,204,56,1541
2050,2026-03-01,42,174,1409
2050,2026-04-01,66,44,1431
2050,2026-05-01,137,78,1490
2050,2026-06-01,222,150,1562
2051,2026-01-01,247,178,2299
2051,2026-02-01,118,142,2275
2051,2026-03-01,294,55,2514
2051,2026-04-01,143,13,2644
2051,2026-05-01,113,178,2579
2051,2026-06-01,146,151,2574
2052,2026-01-01,257,108,906
2052,2026-02-01,4,8,902
2052,2026-03-01,254,11,1145
2052,2026-04-01,204,108,1241
2052,2026-05-01,22,3,1260
2052,2026-06-01,146,159,1247
2053,2026-01-01,64,162,262
2053,2026-02-01,203,34,431
2053,2026-03-01,232,104,559
2053,2026-04-01,298,80,777
2053,2026-05-01,163,169,771
2053,2026-06-01,216,49,938
2054,2026-01-01,10,122,1859
2054,2026-02-01,207,119,1947
2054,2026-03-01,241,111,2077
2054,2026-04-01,222,92,2207
2054,2026-05-01,16,119,2104
2054,2026-06-01,276,28,2352
2055,2026-01-01,125,82,1844
2055,2026-02-01,237,79,2002
2055,2026-03-01,181,162,2021
2055,2026-04-01,136,53,2104
2055,2026-05-01,57,144,2017
2055,2026-06-01,189,76,2130
2056,2026-01-01,268,41,776
2056,2026-02-01,70,23,823
2056,2026-03-01,290,52,1061
2056,2026-04-01,120,58,1123
2056,2026-05-01,252,3,1372
2056,2026-06-01,142,18,1496
2057,2026-01-01,130,158,25
2057,2026-02-01,77,69,33
2057,2026-03-01,126,28,131
2057,2026-04-01,254,155,230
2057,2026-05-01,272,95,407
2057,2026-06-01,273,164,516
2058,2026-01-01,201,137,406
2058,2026-02-01,269,126,549
2058,2026-03-01,41,91,499
2058,2026-04-01,68,67,500
2058,2026-05-01,92,3,589
2058,2026-06-01,19,173,435
2059,2026-01-01,261,85,1400
2059,2026-02-01,135,159,1376
2059,2026-03-01,179,28,1527
2059,2026-04-01,184,4,1707
2059,2026-05-01,207,47,1867
2059,2026-06-01,94,29,1932
2060,2026-01-01,126,147,1985
2060,2026-02-01,14,166,1833
2060,2026-03-01,290,138,1985
2060,2026-04-01,231,45,2171
2060,2026-05-01,54,1,2224
2060,2026-06-01,260,10,2474
2061,2026-01-01,12,79,299
2061,2026-02-01,28,151,176
2061,2026-03-01,171,134,213
2061,2026-04-01,284,58,439
2061,2026-05-01,235,48,626
2061,2026-06-01,238,81,783
2062,2026-01-01,90,31,1808
2062,2026-02-01,10,162,1656
2062,2026-03-01,243,178,1721
2062,2026-04-01,245,72,1894
2062,2026-05-01,173,177,1890
2062,2026-06-01,3,144,1749
2063,2026-01-01,220,179,1276
2063,2026-02-01,128,44,1360
2063,2026-03-01,0,140,1220
2063,2026-04-01,70,160,1130
2063,2026-05-01,199,86,1243
2063,2026-06-01,279,11,1511
2064,2026-01-01,242,170,1694
2064,2026-02-01,107,147,1654
2064,2026-03-01,23,161,1516
2064,2026-04-01,109,172,1453
2064,2026-05-01,90,32,1511
2064,2026-06-01,191,7,1695
2065,2026-01-01,83,58,1747
2065,2026-02-01,67,128,1686
2065,2026-03-01,9,48,1647
2065,2026-04-01,23,53,1617
2065,2026-05-01,96,66,1647
2065,2026-06-01,26,72,1601
2066,2026-01-01,167,166,265
2066,2026-02-01,207,147,325
2066,2026-03-01,27,42,310
2066,2026-04-01,76,93,293
2066,2026-05-01,268,29,532
2066,2026-06-01,119,19,632
2067,2026-01-01,219,155,1915
2067,2026-02-01,196,129,1982
2067,2026-03-01,250,173,2059
2067,2026-04-01,10,157,1912
2067,2026-05-01,163,99,1976
2067,2026-06-01,43,69,1950
2068,2026-01-01,38,63,127
2068,2026-02-01,19,129,17
2068,2026-03-01,208,155,70
2068,2026-04-01,210,132,148
2068,2026-05-01,169,34,283
2068,2026-06-01,22,152,153
2069,2026-01-01,280,179,1491
2069,2026-02-01,227,23,1695
2069,2026-03-01,23,76,1642
2069,2026-04-01,247,78,1811
2069,2026-05-01,86,161,1736
2069,2026-06-01,58,131,1663
2070,2026-01-01,193,171,2138
2070,2026-02-01,99,3,2234
2070,2026-03-01,132,108,2258
2070,2026-04-01,184,175,2267
2070,2026-05-01,156,91,2332
2070,2026-06-01,253,16,2569
2071,2026-01-01,112,54,1165
2071,2026-02-01,235,172,1228
2071,2026-03-01,33,141,1120
2071,2026-04-01,256,177,1199
2071,2026-05-01,95,157,1137
2071,2026-06-01,133,24,1246
2072,2026-01-01,241,123,1785
2072,2026-02-01,118,92,1811
2072,2026-03-01,134,137,1808
2072,2026-04-01,228,17,2019
2072,2026-05-01,118,159,1978
2072,2026-06-01,39,134,1883
2073,2026-01-01,18,137,1792
2073,2026-02-01,42,145,1689
2073,2026-03-01,51,23,1717
2073,2026-04-01,291,150,1858
2073,2026-05-01,97,110,1845
2073,2026-06-01,78,140,1783
2074,2026-01-01,135,19,1856
2074,2026-02-01,122,93,1885
2074,2026-03-01,16,125,1776
2074,2026-04-01,28,169,1635
2074,2026-05-01,129,68,1696
2074,2026-06-01,85,52,1729
2075,2026-01-01,26,178,995
2075,2026-02-01,159,21,1133
2075,2026-03-01,159,66,1226
2075,2026-04-01,11,25,1212
2075,2026-05-01,180,121,1271
2075,2026-06-01,75,38,1308
2076,2026-01-01,281,62,2499
2076,2026-02-01,70,172,2397
2076,2026-03-01,172,125,2444
2076,2026-04-01,287,120,2611
2076,2026-05-01,199,76,2734
2076,2026-06-01,87,60,2761
2077,2026-01-01,274,104,1730
2077,2026-02-01,80,68,1742
2077,2026-03-01,179,75,1846
2077,2026-04-01,15,54,1807
2077,2026-05-01,288,143,1952
2077,2026-06-01,297,52,2197
2078,2026-01-01,216,64,290
2078,2026-02-01,126,89,327
2078,2026-03-01,262,44,545
2078,2026-04-01,283,108,720
2078,2026-05-01,101,177,644
2078,2026-06-01,88,86,646
2079,2026-01-01,241,65,1090
2079,2026-02-01,87,61,1116
2079,2026-03-01,91,84,1123
2079,2026-04-01,152,107,1168
2079,2026-05-01,278,107,1339
2079,2026-06-01,121,121,1339
2080,2026-01-01,237,51,1471
2080,2026-02-01,255,145,1581
2080,2026-03-01,25,99,1507
2080,2026-04-01,106,81,1532
2080,2026-05-01,264,35,1761
2080,2026-06-01,244,78,1927
2081,2026-01-01,214,163,2398
2081,2026-02-01,189,134,2453
2081,2026-03-01,38,81,2410
2081,2026-04-01,65,140,2335
2081,2026-05-01,48,140,2243
2081,2026-06-01,145,51,2337
2082,2026-01-01,206,134,2563
2082,2026-02-01,85,46,2602
2082,2026-03-01,164,102,2664
2082,2026-04-01,2,13,2653
2082,2026-05-01,144,145,2652
2082,2026-06-01,100,74,2678
2083,2026-01-01,153,110,425
2083,2026-02-01,134,56,503
2083,2026-03-01,197,179,521
2083,2026-04-01,189,29,681
2083,2026-05-01,259,22,918
2083,2026-06-01,26,54,890
2084,2026-01-01,172,166,1799
2084,2026-02-01,90,31,1858
2084,2026-03-01,297,175,1980
2084,2026-04-01,292,152,2120
2084,2026-05-01,30,28,2122
2084,2026-06-01,229,127,2224
2085,2026-01-01,183,104,1839
2085,2026-02-01,274,61,2052
2085,2026-03-01,38,103,1987
2085,2026-04-01,184,119,2052
2085,2026-05-01,222,167,2107
2085,2026-06-01,118,90,2135
2086,2026-01-01,286,62,557
2086,2026-02-01,285,88,754
2086,2026-03-01,176,16,914
2086,2026-04-01,0,120,794
2086,2026-05-01,40,37,797
2086,2026-06-01,290,115,972
2087,2026-01-01,297,137,1716
2087,2026-02-01,262,138,1840
2087,2026-03-01,208,53,1995
2087,2026-04-01,40,57,1978
2087,2026-05-01,238,37,2179
2087,2026-06-01,206,44,2341
2088,2026-01-01,168,55,1839
2088,2026-02-01,203,130,1912
2088,2026-03-01,69,1,1980
2088,2026-04-01,299,17,2262
2088,2026-05-01,8,104,2166
2088,2026-06-01,197,1,2362
2089,2026-01-01,285,129,1262
2089,2026-02-01,9,159,1112
2089,2026-03-01,273,53,1332
2089,2026-04-01,234,179,1387
2089,2026-05-01,54,179,1262
2089,2026-06-01,6,166,1102
2090,2026-01-01,19,93,217
2090,2026-02-01,69,105,181
2090,2026-03-01,150,118,213
2090,2026-04-01,115,127,201
2090,2026-05-01,179,52,328
2090,2026-06-01,240,44,524
2091,2026-01-01,191,97,1174
2091,2026-02-01,31,33,1172
2091,2026-03-01,20,151,1041
2091,2026-04-01,197,173,1065
2091,2026-05-01,227,105,1187
2091,2026-06-01,78,159,1106
2092,2026-01-01,151,91,1869
2092,2026-02-01,129,123,1875
2092,2026-03-01,282,45,2112
2092,2026-04-01,232,77,2267
2092,2026-05-01,93,150,2210
2092,2026-06-01,31,43,2198
2093,2026-01-01,92,3,2499
2093,2026-02-01,39,120,2418
2093,2026-03-01,51,126,2343
2093,2026-04-01,35,135,2243
2093,2026-05-01,59,13,2289
2093,2026-06-01,49,157,2181
2094,2026-01-01,145,126,2432
2094,2026-02-01,141,78,2495
2094,2026-03-01,69,13,2551
2094,2026-04-01,13,136,2428
2094,2026-05-01,111,71,2468
2094,2026-06-01,11,51,2428
2095,2026-01-01,6,46,2260
2095,2026-02-01,245,153,2352
2095,2026-03-01,262,161,2453
2095,2026-04-01,49,116,2386
2095,2026-05-01,69,84,2371
2095,2026-06-01,217,79,2509
2096,2026-01-01,190,64,1135
2096,2026-02-01,86,143,1078
2096,2026-03-01,144,109,1113
2096,2026-04-01,182,3,1292
2096,2026-05-01,50,121,1221
2096,2026-06-01,23,90,1154
2097,2026-01-01,249,58,2674
2097,2026-02-01,284,65,2893
2097,2026-03-01,140,165,2868
2097,2026-04-01,181,119,2930
2097,2026-05-01,266,18,3178
2097,2026-06-01,55,64,3169
2098,2026-01-01,184,142,966
2098,2026-02-01,264,84,1146
2098,2026-03-01,30,58,1118
2098,2026-04-01,115,143,1090
2098,2026-05-01,267,173,1184
2098,2026-06-01,44,7,1221
2099,2026-01-01,201,81,2454
2099,2026-02-01,163,172,2445
2099,2026-03-01,205,174,2476
2099,2026-04-01,284,118,2642
2099,2026-05-01,235,67,2810
2099,2026-06-01,75,100,2785
2100,2026-01-01,295,47,1011
2100,2026-02-01,152,143,1020
2100,2026-03-01,137,34,1123
2100,2026-04-01,23,66,1080
2100,2026-05-01,191,71,1200
2100,2026-06-01,42,71,1171
2101,2026-01-01,17,140,807
2101,2026-02-01,215,134,888
2101,2026-03-01,200,117,971
2101,2026-04-01,32,47,956
2101,2026-05-01,117,143,930
2101,2026-06-01,73,151,852
2102,2026-01-01,259,133,2031
2102,2026-02-01,207,81,2157
2102,2026-03-01,116,58,2215
2102,2026-04-01,226,3,2438
2102,2026-05-01,6,171,2273
2102,2026-06-01,272,150,2395
2103,2026-01-01,92,175,1682
2103,2026-02-01,194,6,1870
2103,2026-03-01,136,81,1925
2103,2026-04-01,262,127,2060
2103,2026-05-01,6,78,1988
2103,2026-06-01,173,17,2144
2104,2026-01-01,236,14,2365
2104,2026-02-01,248,79,2534
2104,2026-03-01,183,12,2705
2104,2026-04-01,283,62,2926
2104,2026-05-01,184,176,2934
2104,2026-06-01,57,69,2922
2105,2026-01-01,239,29,476
2105,2026-02-01,63,152,387
2105,2026-03-01,161,73,475
2105,2026-04-01,181,130,526
2105,2026-05-01,194,78,642
2105,2026-06-01,32,161,513
2106,2026-01-01,105,8,1968
2106,2026-02-01,10,174,1804
2106,2026-03-01,27,84,1747
2106,2026-04-01,133,1,1879
2106,2026-05-01,95,172,1802
2106,2026-06-01,182,3,1981
2107,2026-01-01,231,134,2477
2107,2026-02-01,103,10,2570
2107,2026-03-01,224,160,2634
2107,2026-04-01,162,8,2788
2107,2026-05-01,110,175,2723
2107,2026-06-01,257,15,2965
2108,2026-01-01,117,139,573
2108,2026-02-01,290,22,841
2108,2026-03-01,93,95,839
2108,2026-04-01,205,165,879
2108,2026-05-01,0,105,774
2108,2026-06-01,15,55,734
2109,2026-01-01,122,23,1734
2109,2026-02-01,146,7,1873
2109,2026-03-01,94,172,1795
2109,2026-04-01,99,74,1820
2109,2026-05-01,29,115,1734
2109,2026-06-01,62,135,1661
2110,2026-01-01,205,36,2579
2110,2026-02-01,14,21,2572
2110,2026-03-01,108,134,2546
2110,2026-04-01,28,93,2481
2110,2026-05-01,179,111,2549
2110,2026-06-01,145,37,2657
2111,2026-01-01,47,91,1181
2111,2026-02-01,124,39,1266
2111,2026-03-01,236,119,1383
2111,2026-04-01,140,162,1361
2111,2026-05-01,189,0,1550
2111,2026-06-01,129,36,1643
2112,2026-01-01,232,149,1086
2112,2026-02-01,40,79,1047
2112,2026-03-01,229,53,1223
2112,2026-04-01,228,71,1380
2112,2026-05-01,235,134,1481
2112,2026-06-01,122,14,1589
2113,2026-01-01,188,0,2654
2113,2026-02-01,229,69,2814
2113,2026-03-01,79,56,2837
2113,2026-04-01,163,45,2955
2113,2026-05-01,183,63,3075
2113,2026-06-01,205,109,3171
2114,2026-01-01,52,107,888
2114,2026-02-01,76,163,801
2114,2026-03-01,236,159,878
2114,2026-04-01,65,125,818
2114,2026-05-01,214,21,1011
2114,2026-06-01,247,160,1098
2115,2026-01-01,240,14,537
2115,2026-02-01,87,68,556
2115,2026-03-01,178,76,658
2115,2026-04-01,299,30,927
2115,2026-05-01,124,151,900
2115,2026-06-01,68,60,908
2116,2026-01-01,203,91,2233
2116,2026-02-01,46,24,2255
2116,2026-03-01,258,49,2464
2116,2026-04-01,65,6,2523
2116,2026-05-01,67,86,2504
2116,2026-06-01,24,155,2373
2117,2026-01-01,257,73,1583
2117,2026-02-01,77,51,1609
2117,2026-03-01,242,3,1848
2117,2026-04-01,66,43,1871
2117,2026-05-01,288,160,1999
2117,2026-06-01,296,40,2255
2118,2026-01-01,99,151,0
2118,2026-02-01,273,173,100
2118,2026-03-01,229,166,163
2118,2026-04-01,269,81,351
2118,2026-05-01,44,126,269
2118,2026-06-01,197,129,337
2119,2026-01-01,40,112,1263
2119,2026-02-01,118,103,1278
2119,2026-03-01,258,32,1504
2119,2026-04-01,297,129,1672
2119,2026-05-01,11,65,1618
2119,2026-06-01,261,63,1816
2120,2026-01-01,174,105,1141
2120,2026-02-01,13,176,978
2120,2026-03-01,199,145,1032
2120,2026-04-01,130,55,1107
2120,2026-05-01,182,53,1236
2120,2026-06-01,3,43,1196
2121,2026-01-01,146,156,1971
2121,2026-02-01,72,145,1898
2121,2026-03-01,177,87,1988
2121,2026-04-01,57,88,1957
2121,2026-05-01,171,27,2101
2121,2026-06-01,46,93,2054
2122,2026-01-01,175,127,2275
2122,2026-02-01,279,65,2489
2122,2026-03-01,51,149,2391
2122,2026-04-01,256,131,2516
2122,2026-05-01,41,96,2461
2122,2026-06-01,194,25,2630
2123,2026-01-01,203,62,1070
2123,2026-02-01,292,173,1189
2123,2026-03-01,291,108,1372
2123,2026-04-01,48,9,1411
2123,2026-05-01,3,114,1300
2123,2026-06-01,48,72,1276
2124,2026-01-01,175,163,561
2124,2026-02-01,12,148,425
2124,2026-03-01,278,1,702
2124,2026-04-01,164,172,694
2124,2026-05-01,162,73,783
2124,2026-06-01,241,21,1003
2125,2026-01-01,109,45,184
2125,2026-02-01,83,171,96
2125,2026-03-01,98,25,169
2125,2026-04-01,52,3,218
2125,2026-05-01,209,32,395
2125,2026-06-01,39,26,408
2126,2026-01-01,184,86,1431
2126,2026-02-01,54,6,1479
2126,2026-03-01,24,68,1435
2126,2026-04-01,201,82,1554
2126,2026-05-01,110,114,1550
2126,2026-06-01,231,6,1775
2127,2026-01-01,140,11,2539
2127,2026-02-01,68,67,2540
2127,2026-03-01,99,141,2498
2127,2026-04-01,231,14,2715
2127,2026-05-01,20,96,2639
2127,2026-06-01,292,162,2769
2128,2026-01-01,202,74,2099
2128,2026-02-01,236,91,2244
2128,2026-03-01,236,34,2446
2128,2026-04-01,143,119,2470
2128,2026-05-01,179,56,2593
2128,2026-06-01,81,114,2560
2129,2026-01-01,199,168,1952
2129,2026-02-01,1,56,1897
2129,2026-03-01,277,21,2153
2129,2026-04-01,82,88,2147
2129,2026-05-01,271,116,2302
2129,2026-06-01,9,142,2169
2130,2026-01-01,132,94,636
2130,2026-02-01,98,39,695
2130,2026-03-01,145,51,789
2130,2026-04-01,202,165,826
2130,2026-05-01,275,125,976
2130,2026-06-01,92,45,1023
2131,2026-01-01,211,115,1330
2131,2026-02-01,23,156,1197
2131,2026-03-01,263,174,1286
2131,2026-04-01,2,41,1247
2131,2026-05-01,184,77,1354
2131,2026-06-01,266,163,1457
2132,2026-01-01,14,118,705
2132,2026-02-01,197,1,901
2132,2026-03-01,84,135,850
2132,2026-04-01,34,119,765
2132,2026-05-01,124,42,847
2132,2026-06-01,164,159,852
2133,2026-01-01,98,72,1412
2133,2026-02-01,284,20,1676
2133,2026-03-01,174,162,1688
2133,2026-04-01,70,165,1593
2133,2026-05-01,181,116,1658
2133,2026-06-01,118,100,1676
2134,2026-01-01,163,129,2226
2134,2026-02-01,292,156,2362
2134,2026-03-01,30,93,2299
2134,2026-04-01,18,67,2250
2134,2026-05-01,187,30,2407
2134,2026-06-01,248,121,2534
2135,2026-01-01,93,105,1639
2135,2026-02-01,278,10,1907
2135,2026-03-01,189,80,2016
2135,2026-04-01,136,111,2041
2135,2026-05-01,31,1,2071
2135,2026-06-01,112,49,2134
2136,2026-01-01,193,161,1435
2136,2026-02-01,74,78,1431
2136,2026-03-01,73,83,1421
2136,2026-04-01,273,37,1657
2136,2026-05-01,242,64,1835
2136,2026-06-01,198,53,1980
2137,2026-01-01,155,34,643
2137,2026-02-01,194,131,706
2137,2026-03-01,12,105,613
2137,2026-04-01,190,34,769
2137,2026-05-01,116,178,707
2137,2026-06-01,125,107,725
2138,2026-01-01,266,86,372
2138,2026-02-01,286,89,569
2138,2026-03-01,192,117,644
2138,2026-04-01,287,161,770
2138,2026-05-01,29,104,695
2138,2026-06-01,228,64,859
2139,2026-01-01,208,69,1045
2139,2026-02-01,113,112,1046
2139,2026-03-01,66,114,998
